period,quarter,order_no,po_count,pod,sales_order_no,supplier_id,product_id,ordered,amount_in_each,unit_price,amount,delivered,order_type,order_id,tax_code,transaction_no,location_id,order_date,posted,status,cost_centre,contract_id
201802,Q1,509260,1,1,8928087,8,212,10,10,450,4500,10,Purchase Order,8928087,1,37553545,1,2018-05-14,4500,O,1,15
201804,Q2,515349,1,1,8934130,8,212,6,6,450,2700,6,Purchase Order,8934130,1,37555555,1,2018-07-06,2700,O,1,15
201803,Q1,512379,1,1,8931301,8,212,5,5,450,2250,5,Purchase Order,8931301,3,37554509,1,2018-06-11,2250,O,1,15
201801,Q1,507252,1,1,8927023,8,212,10,10,450,4500,10,Purchase Order,8927023,1,37552936,1,2018-04-26,4500,O,1,15
201802,Q1,509260,0,3,8928087,8,212,5,5,450,2250,5,Purchase Order,8928087,1,37553545,1,2018-05-14,2250,O,1,15
201804,Q2,517788,1,1,8935992,8,212,4,4,300,1200,0,Purchase Order,8935992,1,0,1,2018-07-27,0,O,1,15
201803,Q1,513502,0,2,8932447,8,212,3,3,300,900,3,Purchase Order,8932447,1,37554923,1,2018-06-20,900,O,1,15
201804,Q2,517788,0,2,8935992,8,212,5,5,300,1500,0,Purchase Order,8935992,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517787,1,1,8935841,8,212,9,9,300,2700,0,Purchase Order,8935841,1,0,1,2018-07-27,0,O,1,15
201803,Q1,513502,1,1,8932447,8,212,7,7,300,2100,7,Purchase Order,8932447,1,37554923,1,2018-06-20,2100,O,1,15
201801,Q1,505448,1,1,8925486,8,212,9,9,300,2700,9,Purchase Order,8925486,1,37552350,1,2018-04-11,2700,F,1,15
201801,Q1,505178,1,1,8925130,8,212,10,10,300,3000,10,Purchase Order,8925130,1,37554308,1,2018-04-09,3000,O,1,15
201804,Q2,514741,1,1,8933571,8,212,3,3,700,2100,3,Purchase Order,8933571,1,37555226,1,2018-07-02,2100,O,1,15
201803,Q1,512762,1,1,8931445,8,212,8,8,600,4800,8,Purchase Order,8931445,1,37554607,1,2018-06-13,4800,F,1,15
201802,Q1,509700,1,1,8929140,8,212,8,8,600,4800,8,Purchase Order,8929140,1,37553691,1,2018-05-17,4800,O,1,15
201801,Q1,505179,1,1,8925156,8,212,5,5,600,3000,5,Purchase Order,8925156,1,37552420,1,2018-04-09,3000,O,1,15
201804,Q2,517782,1,1,8936354,12,226,2,20,900,1800,2,Purchase Order,8936354,1,0,1,2018-07-27,0,O,1,15
201803,Q1,512654,1,1,8931692,12,226,3,30,900,2700,3,Purchase Order,8931692,1,37554703,1,2018-06-12,2700,O,1,15
201802,Q1,509227,1,1,8928346,12,226,3,30,900,2700,3,Purchase Order,8928346,1,37553733,1,2018-05-14,2700,F,1,15
201801,Q1,505168,1,1,8924812,12,226,2,20,900,1800,2,Purchase Order,8924812,1,37552453,1,2018-04-09,1800,F,1,15
201801,Q1,505373,1,1,8925422,50,228,1,12,80,80,1,Purchase Order,8925422,1,32052880,1,2018-04-10,80,F,1,15
201802,Q1,509235,0,5,8928734,49,229,5,5,18.47,92.35,5,Purchase Order,8928734,1,37554447,1,2018-05-14,92.35,F,1,15
201804,Q2,517801,1,1,8936368,13,229,1,1,33.03,33.03,1,Purchase Order,8936368,1,0,1,2018-07-27,0,O,1,15
201801,Q1,504601,1,1,8924712,42,229,2,10,1625,3250,2,Purchase Order,8924712,1,30549080,1,2018-04-04,3250,F,1,15
201802,Q1,509235,0,7,0,49,232,10,10,6.54,65.4,10,Purchase Order,8928734,1,37555734,1,2018-05-14,65.4,F,1,15
201804,Q2,514876,1,1,8933682,14,232,20,20,20,400,20,Purchase Order,8933682,1,30552469,1,2018-07-03,400,F,1,15
201804,Q2,517556,1,1,8936108,1,234,5,5,50,250,5,Purchase Order,8936108,1,0,1,2018-07-26,0,O,1,15
201801,Q1,506713,1,1,8926650,14,236,3,3,235,705,3,Purchase Order,8926650,1,30549718,1,2018-04-23,705,F,1,15
201803,Q1,512761,1,1,8931221,7,238,6,6,1250,7500,6,Purchase Order,8931221,1,30551754,1,2018-06-13,7500,F,1,15
201803,Q1,512649,0,2,0,7,238,2,2,1250,2500,2,Purchase Order,8815414,1,30551986,1,2018-06-12,2500,F,1,15
201803,Q1,512368,1,1,8930613,7,238,2,2,1250,2500,2,Purchase Order,8930613,1,30551558,1,2018-06-11,2500,F,1,15
201802,Q1,510137,0,2,8929356,7,238,1,1,1250,1250,1,Purchase Order,8929356,1,30550684,1,2018-05-21,1250,F,1,15
201801,Q1,507248,1,1,8926646,7,238,4,4,1250,5000,4,Purchase Order,8926646,1,30549765,1,2018-04-26,5000,F,1,15
201801,Q1,507647,0,3,8926400,14,238,3,3,1250,3750,3,Purchase Order,8926400,1,30549870,1,2018-04-30,3750,F,1,15
201801,Q1,507647,0,2,8926400,14,238,1,1,1250,1250,1,Purchase Order,8926400,1,30549870,1,2018-04-30,1250,F,1,15
201801,Q1,507647,1,1,8926400,14,238,1,1,1250,1250,1,Purchase Order,8926400,1,30549870,1,2018-04-30,1250,F,1,15
201801,Q1,504594,0,4,8924739,10,239,2,10,450,900,2,Purchase Order,8924739,1,37552544,1,2018-04-04,900,O,1,15
201801,Q1,505153,0,7,8924870,10,239,2,10,450,900,2,Purchase Order,8924870,1,37552547,1,2018-04-09,900,F,1,15
201801,Q1,504594,1,1,8924739,10,240,3,15,450,1350,3,Purchase Order,8924739,1,37552544,1,2018-04-04,1350,O,1,15
201801,Q1,505153,1,1,8924870,10,243,2,10,450,900,2,Purchase Order,8924870,1,37552547,1,2018-04-09,900,F,1,15
201801,Q1,504923,1,1,8924839,10,243,3,15,450,1350,3,Purchase Order,8924839,1,37552546,1,2018-04-06,1350,F,1,15
201801,Q1,505153,0,3,8924870,10,245,4,20,600,2400,4,Purchase Order,8924870,1,37552547,1,2018-04-09,2400,F,1,15
201803,Q1,513550,1,1,8932437,10,246,8,40,300,2400,8,Purchase Order,8932437,1,37555409,1,2018-06-20,1600,F,1,15
201803,Q1,512763,0,3,8931445,10,246,3,15,300,900,3,Purchase Order,8931445,1,37554971,1,2018-06-13,600,F,1,15
201803,Q1,511700,1,2,8930417,10,246,6,30,300,1800,6,Purchase Order,8930417,1,37554521,1,2018-06-05,1200,F,1,15
201802,Q1,508104,1,1,8927695,10,246,9,45,300,2700,9,Purchase Order,8927695,1,37553500,1,2018-05-02,1800,F,1,15
201801,Q1,506753,0,4,8926161,10,247,2,10,900,1800,2,Purchase Order,8926161,1,37553132,1,2018-04-23,1800,F,1,15
201804,Q2,514743,1,1,8933579,10,248,3,15,350,1050,3,Purchase Order,8933579,1,37555537,1,2018-07-02,1050,F,1,15
201804,Q2,514742,1,1,8933568,10,248,2,10,350,700,2,Purchase Order,8933568,1,0,1,2018-07-02,0,O,1,15
201801,Q1,504594,0,2,8924739,10,248,1,5,350,350,1,Purchase Order,8924739,1,37552544,1,2018-04-04,350,O,1,15
201801,Q1,505153,0,4,8924870,10,249,1,5,450,450,1,Purchase Order,8924870,1,37552547,1,2018-04-09,300,F,1,15
201801,Q1,504923,0,2,8924839,10,249,3,15,450,1350,3,Purchase Order,8924839,1,37552546,1,2018-04-06,900,F,1,15
201803,Q1,512662,0,2,8931655,38,250,5,5,84,420,5,Purchase Order,8931655,1,31534186,1,2018-06-12,420,F,1,15
201803,Q1,512662,1,1,8931655,38,251,5,5,459,2295,5,Purchase Order,8931655,1,31534186,1,2018-06-12,2295,F,1,15
201801,Q1,504594,0,3,8924739,10,252,3,15,450,1350,3,Purchase Order,8924739,1,37552544,1,2018-04-04,1350,O,1,15
201804,Q2,514743,0,2,8933579,10,253,3,15,450,1350,3,Purchase Order,8933579,1,37555537,1,2018-07-02,1350,F,1,15
201801,Q1,507281,1,1,8927025,10,253,4,20,450,1800,4,Purchase Order,8927025,1,37553387,1,2018-04-26,1800,F,1,15
201804,Q2,517920,1,1,8936456,11,255,2,2,1.49,2.98,0,Purchase Order,8936456,1,0,1,2018-07-27,0,O,1,15
201804,Q2,516513,1,1,8934995,11,255,2,2,1.49,2.98,0,Purchase Order,8934995,1,0,1,2018-07-17,0,O,1,15
201803,Q1,513974,0,12,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,11,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,10,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,9,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,8,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,7,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,18,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,17,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,16,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,15,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,14,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,13,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,24,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,23,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,22,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,21,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,20,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,19,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,30,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,29,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,28,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,27,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,26,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,25,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,36,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,35,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,34,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,33,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,32,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,31,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,42,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,41,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,40,8932771,11,255,1,1,1.49,1.49,1,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,39,8932771,11,255,1,1,1.49,1.49,1,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,38,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,37,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,47,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,46,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,45,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,44,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,43,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,50,8932771,11,255,1,1,1.49,1.49,0,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,49,8932771,11,255,6,6,1.49,8.94,6,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,6,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,5,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,4,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,3,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,0,2,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201803,Q1,513974,1,1,8932771,11,255,2,2,1.49,2.98,2,Purchase Order,8932771,1,0,1,2018-06-25,0,O,1,15
201801,Q1,507100,0,5,8926941,11,255,2,2,1.49,2.98,2,Purchase Order,8926941,1,38557881,1,2018-04-25,2.98,F,1,15
201801,Q1,507100,0,4,8926941,11,255,2,2,1.49,2.98,2,Purchase Order,8926941,1,38557881,1,2018-04-25,2.98,F,1,15
201801,Q1,507100,0,3,8926941,11,255,2,2,1.49,2.98,2,Purchase Order,8926941,1,38557881,1,2018-04-25,2.98,F,1,15
201801,Q1,507100,0,2,8926941,11,255,2,2,1.49,2.98,2,Purchase Order,8926941,1,38557881,1,2018-04-25,2.98,F,1,15
201801,Q1,507100,1,1,8926941,11,255,2,2,1.49,2.98,2,Purchase Order,8926941,1,38557881,1,2018-04-25,2.98,F,1,15
201804,Q2,516813,1,1,8935444,24,256,10,100,26.2,262,10,Purchase Order,8935444,1,31056621,1,2018-07-19,262,O,1,15
201804,Q2,517654,1,1,8936001,6,257,10,10,705,7050,10,Purchase Order,8936001,1,0,1,2018-07-26,0,O,1,15
201804,Q2,516149,1,1,8934334,6,257,4,4,705,2820,4,Purchase Order,8934334,1,31056146,1,2018-07-12,2820,F,1,15
201803,Q1,511708,1,1,8930100,6,257,5,5,705,3525,5,Purchase Order,8930100,1,0,1,2018-06-05,0,O,1,15
201802,Q1,511133,1,1,8929952,6,257,5,5,705,3525,5,Purchase Order,8929952,1,31054902,1,2018-05-31,3525,F,1,15
201803,Q1,511701,1,1,8930614,3,258,2,2,900,1800,2,Purchase Order,8930614,1,30551400,1,2018-06-05,1800,F,1,15
201802,Q1,509229,1,1,8928530,3,258,3,3,900,2700,3,Purchase Order,8928530,1,30550608,1,2018-05-14,2700,O,1,15
201804,Q2,517770,1,1,8936359,17,261,2,2,1200,2400,0,Purchase Order,8936359,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517770,0,3,8936359,17,262,2,2,1200,2400,0,Purchase Order,8936359,1,0,1,2018-07-27,0,O,1,15
201804,Q2,516826,1,1,8935453,23,264,2,100,199,398,2,Purchase Order,8935453,1,0,1,2018-07-19,0,O,1,15
201802,Q1,510126,0,2,8929132,23,264,2,100,199,398,2,Purchase Order,8929132,1,38558471,1,2018-05-21,398,O,1,15
201803,Q1,511696,0,2,8930398,39,266,1,1,46.45,41.81,1,Purchase Order,8930398,1,0,2,2018-06-05,0,O,1,15
201801,Q1,506715,1,1,8926628,8,267,1,5,198.5,198.5,1,Purchase Order,8926628,1,37552837,1,2018-04-23,198.5,O,1,15
201801,Q1,506715,0,2,8926628,8,268,1,5,261.93,261.93,1,Purchase Order,8926628,1,37552837,1,2018-04-23,261.93,O,1,15
201801,Q1,507639,1,1,8927411,8,269,6,30,145,870,6,Purchase Order,8927411,1,37553111,1,2018-04-30,870,O,1,15
201802,Q1,511142,1,1,8930445,45,271,20,500,1.38,27.6,20,Purchase Order,8930445,1,37554438,1,2018-05-31,27.6,O,1,15
201801,Q1,506194,1,1,8926153,45,271,20,500,1.38,27.6,20,Purchase Order,8926153,1,37552849,1,2018-04-18,27.6,O,1,15
201804,Q2,517743,1,1,8935852,6,273,10,10,145,1450,0,Purchase Order,8935852,1,0,1,2018-07-27,0,O,1,15
201801,Q1,504269,1,1,8924448,6,274,9,9,325,2925,9,Purchase Order,8924448,1,31052939,1,2018-04-02,2925,F,1,15
201801,Q1,504270,1,1,8924449,6,274,9,9,325,2925,9,Purchase Order,8924449,1,31052941,1,2018-04-02,2925,F,1,15
201801,Q1,504271,1,1,8924450,6,274,9,9,325,2925,9,Purchase Order,8924450,1,31052942,1,2018-04-02,2925,F,1,15
201804,Q2,517666,1,1,8936084,6,274,28,28,325,9100,28,Purchase Order,8936084,1,0,1,2018-07-26,0,O,1,15
201803,Q1,511758,1,1,8931022,6,274,28,28,325,9100,28,Purchase Order,8931022,1,31054979,1,2018-06-05,9100,F,1,15
201803,Q1,511757,1,1,8931021,6,274,28,28,325,9100,28,Purchase Order,8931021,1,31054978,1,2018-06-05,9100,F,1,15
201802,Q1,509636,1,1,8929159,6,274,28,28,325,9100,28,Purchase Order,8929159,1,31054440,1,2018-05-16,9100,F,1,15
201802,Q1,507913,1,1,8927517,6,274,21,21,325,6825,21,Purchase Order,8927517,1,31053800,1,2018-05-01,6825,F,1,15
201801,Q1,506753,0,1,8926161,10,275,1,1,450,450,1,Purchase Order,8926161,1,37553132,1,2018-04-23,350,F,1,15
201804,Q2,514742,0,2,8933568,10,276,1,5,1600,1600,1,Purchase Order,8933568,1,0,1,2018-07-02,0,O,1,15
201801,Q1,506193,1,1,8926157,10,276,1,5,2250,2250,1,Purchase Order,8926157,1,37553135,1,2018-04-18,1600,F,1,15
201801,Q1,506753,0,2,8926161,10,277,1,1,550,550,1,Purchase Order,8926161,1,37553132,1,2018-04-23,550,F,1,15
201801,Q1,506752,1,1,8926160,10,278,5,5,500,2500,5,Purchase Order,8926160,1,37553134,1,2018-04-23,2500,F,1,15
201801,Q1,504594,0,5,8924739,10,281,5,5,395,1975,0,Purchase Order,8924739,1,0,1,2018-04-04,0,O,1,15
201801,Q1,504594,0,6,8924739,10,282,5,5,600,3000,0,Purchase Order,8924739,1,0,1,2018-04-04,0,O,1,15
201804,Q2,517904,1,1,8936124,6,285,3,3,950,2850,0,Purchase Order,8936124,1,0,1,2018-07-27,0,O,1,15
201803,Q1,514379,1,1,8933135,6,285,3,3,950,2850,3,Purchase Order,8933135,1,31055916,1,2018-06-27,2850,F,1,15
201803,Q1,514372,1,1,8933132,6,285,3,3,950,2850,3,Purchase Order,8933132,1,31055915,1,2018-06-27,2850,F,1,15
201802,Q1,510650,1,1,8930029,6,285,3,3,950,2850,3,Purchase Order,8930029,1,31054789,1,2018-05-24,2850,F,1,15
201802,Q1,510649,1,1,8930027,6,285,3,3,950,2850,3,Purchase Order,8930027,1,31054788,1,2018-05-24,2850,F,1,15
201802,Q1,510648,1,1,8930026,6,285,3,3,950,2850,3,Purchase Order,8930026,1,31054786,1,2018-05-24,2850,F,1,15
201801,Q1,507558,1,1,8927351,6,285,3,3,950,2850,3,Purchase Order,8927351,1,31054329,1,2018-04-27,2850,F,1,15
201801,Q1,507557,1,1,8927350,6,285,3,3,950,2850,3,Purchase Order,8927350,1,31054328,1,2018-04-27,2850,F,1,15
201801,Q1,507556,1,1,8927348,6,285,3,3,950,2850,3,Purchase Order,8927348,1,31054332,1,2018-04-27,2850,F,1,15
201801,Q1,504976,1,1,8925107,6,285,3,3,950,2850,3,Purchase Order,8925107,1,31053185,1,2018-04-06,2850,F,1,15
201801,Q1,504975,1,1,8925106,6,285,3,3,950,2850,3,Purchase Order,8925106,1,31053184,1,2018-04-06,2850,F,1,15
201801,Q1,504974,1,1,8925105,6,285,3,3,950,2850,3,Purchase Order,8925105,1,31053183,1,2018-04-06,2850,F,1,15
201803,Q1,511708,0,2,8930100,6,287,10,10,430.45,4304.5,10,Purchase Order,8930100,1,0,1,2018-06-05,0,O,1,15
201802,Q1,510372,0,2,8929316,6,287,5,5,430.45,2152.25,5,Purchase Order,8929316,1,0,1,2018-05-22,0,O,1,15
201804,Q2,517825,1,1,8936120,6,289,4,4,725,2900,4,Purchase Order,8936120,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517824,1,1,8936118,6,289,4,4,725,2900,4,Purchase Order,8936118,1,0,1,2018-07-27,0,O,1,15
201804,Q2,517823,0,2,8936098,6,289,3,3,725,2175,3,Purchase Order,8936098,1,0,1,2018-07-27,0,O,1,15
201803,Q1,513517,1,1,8931296,6,289,4,4,725,2900,4,Purchase Order,8931296,1,31055541,1,2018-06-20,2900,F,1,15
201803,Q1,511688,1,1,8930733,6,289,4,4,725,2900,4,Purchase Order,8930733,1,31054983,1,2018-06-05,2900,F,1,15
201803,Q1,511687,1,1,8930732,6,289,4,4,725,2900,4,Purchase Order,8930732,1,31054982,1,2018-06-05,2900,F,1,15
201804,Q2,517753,1,1,8935369,19,290,8,8,354.75,2838,0,Purchase Order,8935369,1,0,1,2018-07-27,0,O,1,15
201803,Q1,512369,1,1,8931294,19,290,8,8,354.75,2838,8,Purchase Order,8931294,1,30551473,1,2018-06-11,2838,F,1,15
201803,Q1,511697,1,1,8930615,19,290,8,8,354.75,2838,8,Purchase Order,8930615,1,30551523,1,2018-06-05,2838,F,1,15
201801,Q1,507561,1,1,8927359,19,290,8,8,354.75,2838,8,Purchase Order,8927359,1,30550070,1,2018-04-27,2838,F,1,15
201801,Q1,505106,1,1,8925149,19,290,8,8,354.75,2838,8,Purchase Order,8925149,1,30549382,1,2018-04-09,2838,F,1,15
201802,Q1,510372,1,1,8929316,6,292,5,5,1305,6525,5,Purchase Order,8929316,1,0,1,2018-05-22,0,O,1,15
201804,Q2,517655,1,1,8936002,6,293,7,7,1305,9135,7,Purchase Order,8936002,1,0,1,2018-07-26,0,O,1,15
201804,Q2,517653,1,1,8936000,6,293,3,3,1305,3915,3,Purchase Order,8936000,1,0,1,2018-07-26,0,O,1,15
201804,Q2,517652,1,1,8935999,6,293,7,7,1305,9135,7,Purchase Order,8935999,1,0,1,2018-07-26,0,O,1,15
201804,Q2,515140,1,1,8933872,6,293,7,7,1305,9135,7,Purchase Order,8933872,1,31056002,1,2018-07-05,9135,F,1,15
201804,Q2,515114,1,1,8933860,6,293,2,2,1305,2610,2,Purchase Order,8933860,1,31055999,1,2018-07-04,2610,F,1,15
201804,Q2,515113,1,1,8933859,6,293,2,2,1305,2610,2,Purchase Order,8933859,1,31055998,1,2018-07-04,2610,F,1,15
201804,Q2,515112,1,1,8933858,6,293,2,2,1305,2610,2,Purchase Order,8933858,1,31056004,1,2018-07-04,2610,F,1,15
201804,Q2,515111,1,1,8933856,6,293,2,2,1305,2610,2,Purchase Order,8933856,1,31056003,1,2018-07-04,2610,F,1,15
201803,Q1,514368,1,1,8933136,6,293,2,2,1305,2610,2,Purchase Order,8933136,1,31055913,1,2018-06-27,2610,F,1,15
201803,Q1,511759,1,1,8931025,6,293,7,7,1305,9135,7,Purchase Order,8931025,1,31054980,1,2018-06-05,9135,F,1,15
201803,Q1,511756,1,1,8931020,6,293,7,7,1305,9135,7,Purchase Order,8931020,1,31054977,1,2018-06-05,9135,F,1,15
201803,Q1,511755,1,1,8931019,6,293,7,7,1305,9135,7,Purchase Order,8931019,1,31054976,1,2018-06-05,9135,F,1,15
201802,Q1,511135,1,1,8930209,6,293,7,7,1305,9135,7,Purchase Order,8930209,1,31054903,1,2018-05-31,9135,F,1,15
201802,Q1,511134,1,1,8930028,6,293,7,7,1305,9135,7,Purchase Order,8930028,1,31054904,1,2018-05-31,9135,F,1,15
201802,Q1,507914,1,1,8927521,6,293,7,7,1305,9135,7,Purchase Order,8927521,1,31053801,1,2018-05-01,9135,F,1,15
201802,Q1,507912,1,1,8927515,6,293,7,7,1305,9135,7,Purchase Order,8927515,1,31053799,1,2018-05-01,9135,F,1,15
201802,Q1,507911,1,1,8927514,6,293,7,7,1305,9135,7,Purchase Order,8927514,1,31053798,1,2018-05-01,9135,F,1,15
201802,Q1,507908,1,1,8927506,6,293,7,7,1305,9135,7,Purchase Order,8927506,1,31053790,1,2018-05-01,9135,F,1,15
201801,Q1,504272,1,1,8924452,6,294,25,25,120,3000,25,Purchase Order,8924452,1,31052943,1,2018-04-02,3000,F,1,15
201801,Q1,504273,1,1,8924453,6,294,25,25,120,3000,25,Purchase Order,8924453,1,31052944,1,2018-04-02,3000,F,1,15
201804,Q2,516151,1,1,8934699,6,294,25,25,120,3000,25,Purchase Order,8934699,1,31056148,1,2018-07-12,3000,F,1,15
201804,Q2,516150,1,1,8934697,6,294,25,25,120,3000,25,Purchase Order,8934697,1,31056147,1,2018-07-12,3000,F,1,15
201803,Q1,514367,1,1,8933129,6,294,25,25,120,3000,25,Purchase Order,8933129,1,31055912,1,2018-06-27,3000,F,1,15
201803,Q1,511709,1,1,8930609,6,294,50,50,120,6000,50,Purchase Order,8930609,1,31054985,1,2018-06-05,6000,F,1,15
201802,Q1,510651,1,1,8929954,6,294,25,25,120,3000,25,Purchase Order,8929954,1,31054787,1,2018-05-24,3000,F,1,15
201802,Q1,509224,1,1,8928738,6,294,25,25,120,3000,25,Purchase Order,8928738,1,31054325,1,2018-05-14,3000,F,1,15
201802,Q1,507923,1,1,8927510,6,294,25,25,120,3000,25,Purchase Order,8927510,1,31053806,1,2018-05-01,3000,F,1,15
201801,Q1,507545,1,1,8927355,6,294,25,25,120,3000,25,Purchase Order,8927355,1,31054330,1,2018-04-27,3000,F,1,15
201803,Q1,511965,1,1,8931218,7,295,1,1,735,735,1,Purchase Order,8931218,1,38559003,1,2018-06-07,735,F,1,15
201802,Q1,510137,1,1,8929356,7,295,1,1,735,735,1,Purchase Order,8929356,1,30550684,1,2018-05-21,735,F,1,15
201803,Q1,511703,1,1,8930438,14,295,3,3,735,2205,3,Purchase Order,8930438,1,30551248,1,2018-06-05,2205,F,1,15
201802,Q1,510118,0,7,8928836,12,297,3,3,40,120,3,Purchase Order,8928836,1,37553884,1,2018-05-21,120,F,1,15
