product_code,description,unit,unit_desc,units_in_each,unit_price,nhs_supply_chain_code,bunzl_product_code,unipro_code,tenant_id,supplier_id,group_id,tax_code,eclass,contract_id
502455,".035 In X 260 Cm, Emerald(tm) Fixed-core Exchange Guidewire, J-curve, J-radius 3 Mm, Flexible End 7 Cm, Ptfe Coated",BX,Box 5,5,23.69,,,,1,15,12,1,66,652
502521,".035 In X 150 Cm, Emerald(tm) Fixed-core Guidewire, J-curve, J-radius 3 Mm, Flexible End 7 Cm, Ptfe Coated",BX,Box 5,5,23.69,,,,1,15,12,1,66,652
533621,"6 Fr, Judkins Right 4, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533578,"5.2 Fr, Multipurpose A 1 Cournand, 80 Cm, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .044 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533642,"6 Fr, Multipurpose A-2, 100 Cm, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533648,"6 Fr, Amplatz Right Modified, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533676,"6 Fr, Right Coronary 3 Dimensional Williams, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 3,3,17.92,,,,1,15,12,1,66,652
527745,"7 Fr, N.i.h. 100 Cm, High Flow(tm) Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .057 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533645,"6 Fr, Amplatz Left I, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533620,"6 Fr, Judkins Left 4, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
533646,"6 Fr, Amplatz Left Ii, Supertorque(tm) Plus Diagnostic Catheter, Guidewire Acceptance .038 In, Body Inner Lumen .051 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
538460,"4 Fr, Internal Mammary, Quick Care Infiniti(tm) Diagnostic Catheter, Guidewire Acceptance .035 In, Body Inner Lumen .042 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,12,1,66,652
401860,"Supreme Fixed Quads, 5f Crd-2 Curve 2-5-2mm Spacing",EA,Single,1,80,,,,1,14,12,1,66,652
5200,Twin-pass Dual Access Catheter-single,BX,Box 1,1,250,,,,1,8,4,1,66,652
5571,6f Guide Liner,EA,Single,1,300,,,,1,8,4,1,66,652
5569,5F Guideliner Coronary Micro-Catheter,EA,Single,1,300,,,,1,8,4,1,66,652
5621,Turnpike Gold Microcatheter,BX,Box 1,1,700,,,,1,8,4,1,66,652
5023234,Sequent Balloon 3.0X25mm,EA,Single,1,510,,,,1,41,2,1,66,652
5567,Trapliner 7Fr,EA,Single 1,1,450,,,,1,8,2,1,66,652
5568,Trapliner 8Fr,BX,Box 1,1,450,,,,1,8,2,1,66,652
250160660,Grip Rx PTCA Catheter 2.5 x 16mm,EA,Single,1,295,,,,1,20,2,1,66,652
250120660,Grip Rx PTCA Catheter 2.5 x 12mm,EA,Single,1,295,,,,1,20,2,1,66,652
350120660,Grip Rx PTCA Catheter 3.5 x 12mm,EA,Single,1,295,,,,1,20,2,1,66,652
300160660,Grip Rx PTCA Catheter 3.0 x 16mm,EA,Single,1,295,,,,1,20,2,1,66,652
300120660,Grip Rx PTCA Catheter 3.0 x 12mm,EA,Single,1,295,,,,1,20,2,1,66,652
400160660,Grip Rx PTCA Catheter 4.0 x 16mm,EA,Single,1,295,,,,1,20,2,1,66,652
400120660,Grip Rx PTCA Catheter 4.0 x 12mm,EA,Single,1,295,,,,1,20,2,1,66,652
1011880,Guide Wire Ht Balance Middleweight(tm) Elite 3 Cm/190 Cm (with Marker & Proximal Wire Identifier),PU,Pack 5,5,200,,,,1,3,21,1,66,652
9-ITV8F45/80,Torqvue Delivery System 8F,EA,Single,1,235,,,,1,14,33,1,66,652
1013319,Hi-Torque Versaturn F 3cm/190cm (1cm Uncoated Tip),BX,Box 5,5,200,,,,1,3,3,1,66,652
1013317,Hi-Torque Versaturn F 3cm/190cm (Fully Coated Tip),BX,Box 5,5,200,,,,1,3,3,1,66,652
1020010,Hi-Torque Flex Guide Wire .014 Uncoated Straight Tip 190 cm,BX,Box 5,5,200,,,,1,3,3,1,66,652
800944,NAVVUS Microcatheter,BX,Box 5,5,1625,,,,1,42,3,1,66,652
408310,Dual-Reach 71 cm Sheath - 8.5 F Medium Curl,EA,Single,1,650,,,,1,14,3,1,66,652
407451,"Str Pkg Assy,swartz Br Lh Trin (sl0)",BX,Box 1,1,100,,,,1,7,1,1,66,652
407453,Braided Transeptral Introducer Sheath 63cm,EA,Single,1,100,,,,1,7,1,1,66,652
407362,"Lamp 45, 8.5F, 63cm",EA,Single,1,100,,,,1,7,1,1,66,652
405124,Peel Away – 11F .038 14cm,BX,Box 5,5,82,,,,1,7,1,1,66,652
407690,Ultimum Intr Set Ev 20f 30cm - G4,BX,Box 1,1,195,,,,1,14,1,1,66,652
408333,Dual-Reach 40 cm Sheath - 8.5 F Small Curl,EA,Single,1,650,,,,1,14,1,1,66,652
356318,TC-115 Balloon Tipped Temporary Pacing Electrode,BX,Box 5,5,200,,,,1,44,19,1,66,652
1020014,High Torque Turntrac Flex Wire,BX,Box 5,5,200,,,,1,3,19,1,66,652
401661,Reflexion Hd Connector Cable,EA,Single,1,50,,,,1,14,22,1,66,652
52266S,6F Cournand Temp Pacing Wire,BX,Box 5,5,300,,,,1,36,29,1,66,652
407201,Trnssptl Ndl 71cm Adult Brk-1,EA,Single,1,100,,,,1,14,7,1,66,652
11168,Femostop Ii Compression Arch,BX,Box 1,1,99,,,,1,7,13,1,66,652
11166,Femostop Ii Disposable Set,BX,Box 10,10,309.9,,,,1,7,13,1,66,652
610132,6f Angio-seal Vip Ous Final Assy Ap G2,BX,Box 10,10,900,,,,1,12,13,1,66,652
11170,Femostop Reusable Pump,BX,Box 1,1,99,,,,1,14,13,1,66,652
11168,Femostop Ii Compression Arch,BX,Box 1,1,99,,,,1,14,13,1,66,652
H3012001329010263,Cable Ecg 6 M Iec Clearsign Colour Code For Labsystem Pro,BX,Box 1,1,572.21,,,,1,5,8,1,66,652
54500,"Adult Underbody Blanket, Single Hose Port",BX,Box 10,10,105.5,,,,1,21,8,1,66,652
3475.9,Drape Fenestrated Towel With Adhesive 75cm X 90cm With 7cm X 12cm Adhesive Fenestration,BX,Box 30,30,25.2,,,,1,30,8,1,66,652
5566,Trapliner 6Fr,BX,Box 1,1,450,,,,1,8,8,1,66,652
1030007,BP Cuff adult single hose,BX,Box 10,10,32.94,,,,1,24,8,1,66,652
1130008,PLEASE GO TO BC-SP-05-B2 (BP Cuff L/Ad Dual Bayonet single patient),BX,Box 10,10,36.4,,,,1,24,8,1,66,652
1130007,PLEASE GO TO BC-SP-04-B2 (BP Cuff Adult Dual Bayonet single patient),BX,Box 10,10,26.2,,,,1,24,8,1,66,652
53842111103,"4 Fr, Judkins Right 4, Quick Care Infiniti(Tm) Diagnostic Catheter, Guidewire Acceptance .035 In, Body Inner Lumen .042 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,8,1,66,652
53841811103,"4 Fr, Judkins Left 3.5, Quick Care Infiniti(Tm) Diagnostic Catheter, Guidewire Acceptance .035 In, Body Inner Lumen .042 In, Polyurethane",BX,Box 5,5,29.87,,,,1,15,8,1,66,652
406853,Hemo Intro 8.5f 60cm Sr0 038gw (1),EA,Single,1,100,,,,1,14,8,1,66,652
406965,Str Pkg Hemo Intro Right Hr Sh,EA,Single,1,100,,,,1,14,8,1,66,652
407200,"Transseptal Needles Brk, Adult, 18ga. 71cm",EA,Single,1,100,,,,1,14,8,1,66,652
405104,Peel Away Intro Kit 6f 1 4cm (5),BX,Box 5,5,72,,,,1,14,8,1,66,652
405116,Peel-awy Intro Kit 9f 14 Cm (5),BX,Box 5,5,72,,,,1,14,8,1,66,652
405112,Peel-awy Intro Kit 8f 14 Cm (5),BX,Box 5,5,72,,,,1,14,8,1,66,652
405108,Peel Away Intro Kit 7f 1 4cm (5),BX,Box 5,5,72,,,,1,14,8,1,66,652
406898,Introducer RAMP Sheath,BX,Box 1,1,100,,,,1,14,8,1,66,652
405120,Peel Away Intro Kit 10f 14cm (5),BX,Box 5,5,72,,,,1,14,8,1,66,652
2511,"Rectangular Clear Pb Barriers Covers 104cm H X 104cm W, Packaged In Sterile Pouch",PU,Pack 20,20,50,,,,1,22,18,1,66,652
2500,"Round Image Intensifier Covers 76cm Diameter, Packaged In Sterile Pouch",BX,Box 20,20,29,,,,1,22,18,1,66,652
3215006,"Office Depot Coloured Paper. Clear Wrap Shows Colour Whilst Keeping Paper In Optimum Condition. Guaranteed For Laser, Inkjet Printers And Copiers. Format: A4. Weight: 80 Gsm. Colour: Pink. Quantity: 500 Sheets.",PU,Pack 500,500,2.6,,,,1,13,9,1,66,652
3357333,Niceday Economy Punched Pockets. Lightweight For A4 Format. It Is Designed To Fit All Binders. The Pockets Are Embossed Anti-glare Finish With White Spine. Format: A4. Quantity: 100 Pieces.,PU,Pack 100,100,0.88,,,,1,13,9,1,66,652
522668,Rexel Staples 24/6 No.16,BX,Box 5000,5000,0.44,,,,1,13,9,1,66,652
134428,Post-it Z-notes Cube. The Notes Stick Again And Again. Removable Without Residues. 450 Notes Per Block. Dimensions (w X H): 76 X 76 Mm. Colour: Yellow.,PU,Pack 1,1,3.27,,,,1,13,9,1,66,652
538682,Sellotape Original Clear Tape 25mm X 33m - Pack Of 6,PU,Pack 6,6,6.54,,,,1,13,9,1,66,652
3399791,"Niceday Economy Packaging Tape. Made Of Polypropylene. With Hotmelt Adhesive Coating. Easy Rolling, Guarantees A Secure Closing Of Your Light To Medium Duty Cartons. Dimensions (w X L): 50 Mm X 66 M. Thickness: 40 Micron. Colour: Brown. Quantity: 6 Pieces",PU,Pack 6,6,2.43,,,,1,13,9,1,66,652
4856715,Office Depot Polypropylene Lever Arch Files A4 70mm Red,PU,Pack 1,1,1.03,,,,1,13,9,1,66,652
5311602,"Niceday Copy Paper. Good For Your Printing, Easy On Your Wallet. Format: A4. Weight: 80 Gsm. Quantity: 500 Pieces.",BX,Box 1,1,8.44,,,,1,13,9,1,66,652
7284195,Bi.office Display Case Mastervision. Made Out Of Aluminium. Lockable: Yes. Colour: White And Transparent.,PU,Pack 1,1,33.03,,,,1,13,11,1,66,652
D130302,Cable To Connect Smartablate To Ablation Catheter,EA,Single,1,430.45,,,,1,6,12,1,48,652
LABOURCALLOUT,Call out or labour,EA,Single,1,398,,,,1,34,26,1,40,652
BADGEDOMED,Name Badge - Domed & Pin inc SGH Logo blk on wht,EA,Single,1,1.49,,,,1,11,9,1,12,652
STG195,Inpatient Prescription & Admin Record,PU,Pack 100,100,69.2,,,,1,45,9,1,52,652
CON1,Consent Form 1,PD,Pad 25,25,1.38,,,,1,45,9,1,52,652
LABOUR,Labour Costs,EA,Single,1,304,,,,1,34,27,2,41,652
MM9660,3m's Disp. Surgical Clipper Blades - Product Code - Mm9660,CS,Case 50,50,105.16,,,,1,31,8,1,59,653
BV682105,Ohmeda R.o.s.e. - Product Code - Bv682105,CS,Case 25,25,94.68,,,,1,31,8,1,10,653
1010480-H,Guide Wire Hi-torque Pilot 50 3 Cm/190 Cm,PU,Pack 5,5,200,,,,1,3,4,1,4,653
1005357H,"Guide Wire Hi-torque Whisper(tm) Ms 0.014 Inches Diameter, 3 Cm/190 Cm Straight",PU,Pack 5,5,200,,,,1,3,4,1,4,653
1010481-H,Guide Wire Hi-torque Pilot 150 3 Cm/190 Cm,PU,Pack 5,5,475,,,,1,3,4,1,4,653
SPL12510X,Balloon Catheter Sprinter Legend 1.5 X 10 Rx 10mm X 2.5mm,BX,Box 1,1,95,,,,1,2,2,1,3,654
SPL12512X,Bln Spl12512x Sprinter Legend 1.25x12 Rx,BX,Box 1,1,95,,,,1,2,2,1,3,654
SPL12515X,Bln Spl12515x Sprinter Legend 1.25x15 Rx,BX,Box 1,1,95,,,,1,2,2,1,3,654
SPD2-050-190,5 Mm Spider Embolic Protection Device 190 (spd2-050-190),BX,Box 1,1,650,,,,1,2,1,1,2,655
SPD2-040-190,4 Mm Spider Embolic Protection Device 190 (spd2-040-190),BX,Box 1,1,650,,,,1,2,1,1,2,655
AVM0482PP,Pink Plastic Trays,BX,Box 500,500,83.86,,,,1,28,5,1,29,656
T530116B,Pressure Monitoring Set,BX,Box 20,20,297,,,,1,1,8,1,10,657
1102LF,"2 piece coat style apron, lead free, coat top 35, all sizes",EA,Single,1,418.95,,,,1,22,17,1,21,658
DTS3523E,Aneugraft Dx Pericardium Covered Stent 3.5 X 23,PU,Pack 1,1,950,,,,1,20,21,1,38,659
DTS3527E,Aneugraft Dx Pericardium Covered Stent 3.5 X 27,PU,Pack 1,1,950,,,,1,20,21,1,38,659
H749393130SR0,StingRay LP OUS,EA,Single,1,1490,,,,1,5,3,1,4,660
H749M2000B0,CrossBoss Cath OUS,EA,Single,1,1250,,,,1,5,3,1,4,660
1208-LEGPROT,1208 - LEG PROTECTORS (Pair),EA,Single,1,94.05,,,,1,22,17,1,19,661
H965904000391,Controller Contrast Spike,BX,Box 25,25,52,,,,1,23,8,1,31,662
12673-05,"Wound Closure Perclose Proglide, Suture-mediated Closure System",BX,Box 10,10,980,,,,1,3,13,1,33,663
1001780-HC,Guide Wire Balance Middleweight(tm) 3 Cm/190 Cm,PU,Pack 5,5,200,,,,1,3,3,1,4,664
1010482-H,Guide Wire Hi-torque Pilot 200 3 Cm/190 Cm,PU,Pack 5,5,475,,,,1,3,3,1,4,664
DF28,Pair Adult 140 X 115mm Defibrillation Electrode For Use With Zoll,BX,Box 10,10,82.5,,,,1,48,8,1,54,664
FS50C,Foam Backed Electrode 50mm Round Centre Snap Radiotranslucent,BX,Box 300,300,16.4,,,,1,48,8,1,44,664
CCS880,"Polycarbonate Control Syringe, 8ml, With Ring Plunger And Rotating Adaptor",BX,Box 25,25,56.25,,,,1,4,16,1,32,665
CL-07924,Percutaneous Sheath Introducer Set -- Product Code - Cl-07924,BX,Box 5,5,189.5,,,,1,8,16,1,32,665
345EN,Endozime Enzymatic Instrument And Scope Cleaner 4 Litre Insyellowins,CS,Case 4,4,130.95,,,,1,46,16,1,53,665
H3114000071,Catheter Viking Quadpolar 6 Fr Josephson 2/5/2 Mm S4 115 Cm,BX,Box 1,1,61.44,,,,1,5,12,1,15,666
1012455-15,Nc Trek Coronary Dilatation Catheter 5.0 Mm X 15 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012451-15,Nc Trek Coronary Dilatation Catheter 3.5 Mm X 15 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012449-15,Nc Trek Coronary Dilatation Catheter 3.0 Mm X 15 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012272-12,Trek Coronary Dilatation Catheter 2.50 Mm X 12 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012272-15,Trek Coronary Dilatation Catheter 2.50 Mm X 15 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012270-20,Mini Trek Coronary Dilatation Catheter 2.0 Mm X 20 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012270-15,Mini Trek Coronary Dilatation Catheter 2.0 Mm X 15 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012270-12,Mini Trek Coronary Dilatation Catheter 2.0 Mm X 12 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012453-20,Nc Trek Coronary Dilatation Catheter 4.0 Mm X 20 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012274-12,Trek Coronary Dilatation Catheter 3.0 Mm X 12 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012270-30,Mini Trek Coronary Dilatation Catheter 2.0 Mm X 30 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012270-25,Mini Trek Coronary Dilatation Catheter 2.0 Mm X 25 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012272-20,Trek Coronary Dilatation Catheter 2.50 Mm X 20 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012453-15,Nc Trek Coronary Dilatation Catheter 4.0 Mm X 15 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012453-12,Nc Trek Coronary Dilatation Catheter 4.0 Mm X 12 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012451-12,Nc Trek Coronary Dilatation Catheter 3.5 Mm X 12 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012449-12,Nc Trek Coronary Dilatation Catheter 3.0 Mm X 12 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012450-15,Nc Trek Coronary Dilatation Catheter 3.25 Mm X 15 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012450-12,Nc Trek Coronary Dilatation Catheter 3.25 Mm X 12 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012448-20,Nc Trek Coronary Dilatation Catheter 2.75 Mm X 20 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012448-15,Nc Trek Coronary Dilatation Catheter 2.75 Mm X 15 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012448-12,Nc Trek Coronary Dilatation Catheter 2.75 Mm X 12 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012445-20,Nc Trek Coronary Dilatation Catheter 2.0 Mm X 20 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012450-20,Nc Trek Coronary Dilatation Catheter 3.25 Mm X 20 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012445-12,Nc Trek Coronary Dilatation Catheter 2.0 Mm X 12 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012272-25,Trek Coronary Dilatation Catheter 2.50 Mm X 25 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012454-20,Nc Trek Coronary Dilatation Catheter 4.5 Mm X 20 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012454-15,Nc Trek Coronary Dilatation Catheter 4.5 Mm X 15 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012454-12,Nc Trek Coronary Dilatation Catheter 4.5 Mm X 12 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012454-08,Nc Trek Coronary Dilatation Catheter 4.5 Mm X 8 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012449-20,Nc Trek Coronary Dilatation Catheter 3.0 Mm X 20 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012449-08,Nc Trek Coronary Dilatation Catheter 3.0 Mm X 8 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012448-08,Nc Trek Coronary Dilatation Catheter 2.75 Mm X 8 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012452-15,Nc Trek Coronary Dilatation Catheter 3.75 Mm X 15 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012278-25,Trek Coronary Dilatation Catheter 4.0 Mm X 25 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012276-30,Trek Coronary Dilatation Catheter 3.50 Mm X 30 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012276-25,Trek Coronary Dilatation Catheter 3.50 Mm X 25 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012274-30,Trek Coronary Dilatation Catheter 3.0 Mm X 30 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012272-30,Trek Coronary Dilatation Catheter 2.50 Mm X 30 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012278-30,Trek Coronary Dilatation Catheter 4.0 Mm X 30 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012274-25,Trek Coronary Dilatation Catheter 3.0 Mm X 25 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1012451-20,Nc Trek Coronary Dilatation Catheter 3.5 Mm X 20 Mm/rapid-exchange,EA,Single,1,32,,,,1,3,2,1,3,667
1012274-15,Trek Coronary Dilatation Catheter 3.0 Mm X 15 Mm/rapid-exchange,BX,Box 1,1,32,,,,1,3,2,1,3,667
1500275-12,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.75 Mm X 12 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500275-18,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.75 Mm X 18 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500275-15,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.75 Mm X 15 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500250-28,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.50 Mm X 28 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500300-18,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.00 Mm X 18 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500300-15,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.00 Mm X 15 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500300-08,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.00 Mm X 08 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500400-28,Xience Sierra Everolimus Eluting Coronary Stent Systems 4.00 Mm X 28 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500400-23,Xience Sierra Everolimus Eluting Coronary Stent Systems 4.00 Mm X 23 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500400-18,Xience Sierra Everolimus Eluting Coronary Stent Systems 4.00 Mm X 18 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500400-15,Xience Sierra Everolimus Eluting Coronary Stent Systems 4.00 Mm X 15 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500400-08,Xience Sierra Everolimus Eluting Coronary Stent Systems 4.00 Mm X 08 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500350-28,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.50 Mm X 28 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500250-23,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.50 Mm X 23 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500275-28,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.75 Mm X 28 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500350-23,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.50 Mm X 23 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500350-18,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.50 Mm X 18 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500275-08,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.75 Mm X 08 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1017275-48,Drug Eluting Stent Xience Pro 48 Everolimus Eluting Coronary Stent System 2.75 Mm X 48 Mm/rapid-exchange,EA,Single,1,262.5,,,,1,3,15,1,17,667
1500250-18,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.50 Mm X 18 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500250-15,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.50 Mm X 15 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500275-23,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.75 Mm X 23 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500350-15,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.50 Mm X 15 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500300-28,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.00 Mm X 28 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500300-23,Xience Sierra Everolimus Eluting Coronary Stent Systems 3.00 Mm X 23 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500225-23,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.25 Mm X 23 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1500225-18,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.25 Mm X 18 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,3,15,1,17,667
1017250-48,Drug Eluting Stent Xience Pro 48 Everolimus Eluting Coronary Stent System 2.50 Mm X 48 Mm/rapid-exchange,EA,Single,1,262.5,,,,1,3,15,1,17,667
1017300-48,Drug Eluting Stent Xience Pro 48 Everolimus Eluting Coronary Stent System 3.0 Mm X 48 Mm/rapid-exchange,EA,Single,1,262.5,,,,1,3,15,1,17,667
1017350-48,Drug Eluting Stent Xience Pro 48 Everolimus Eluting Coronary Stent System 3.50 Mm X 48 Mm/rapid-exchange,EA,Single,1,262.5,,,,1,3,15,1,17,667
1500275-18,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.75 Mm X 18 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,14,15,1,17,667
1500275-23,Xience Sierra Everolimus Eluting Coronary Stent Systems 2.75 Mm X 23 Mm / Rapid-exchange,BX,Box 1,1,210,,,,1,14,15,1,17,667
K20342/P1,St Georges Neuro Angiography Pack,BX,Box 3,3,158.31,,,,1,23,7,1,63,668
K26291,Kimal 2 Port R.H. Off Manifold/Con,BX,Box 40,40,478.4,,,,1,23,7,1,35,668
K20297,St Georges Cardiac Angio Procedure,PU,Pack 6,6,104.28,,,,1,23,7,1,35,668
K38577,St Georges X-Ray Angio Pack,BX,Box 5,5,159.9,,,,1,23,7,1,35,669
T531401A,Truwave Customised Double Pressure Monitoring Set No Iv,BX,Box 10,10,74,,,,1,1,8,1,10,670
T100209B,Single Tranducers T100209B/Truwave Single Pressure Monitoring Set,CS,Case 10,10,44,,,,1,1,8,1,10,670
131F7P,"Truwave Pressure Monitoring Cable Single Lead, Philips Moni",BX,Box 1,1,50,,,,1,1,1,1,1,670
131F7P,"Truwave Pressure Monitoring Cable Single Lead, Philips Moni",BX,Box 5,5,183.65,,,,1,1,1,1,1,670
